7.012388728902362e-17,5.0373880642461495e-17,6.024888396574256e-17,6.024888396574256e-17,2
5.169690278894015e-17,7.133660867247116e-18,2.300515703126395e-17,1.8631284145806014e-17,5
6.241838902649225e-17,5.366845969026508e-18,3.558109619514813e-17,3.241249409815423e-17,5
8.684744481905595e-17,1.1198726157665012e-18,5.84455263760996e-17,6.770438191442066e-17,5
9.271792816477933e-17,8.000182011227402e-19,3.855929801863058e-17,1.977417281992911e-17,5
6.98176155023311e-17,1.0480320391568407e-17,4.154803250595809e-17,4.407822163956618e-17,5
9.579022044168508e-17,6.461774400261285e-19,4.2652421354159476e-17,2.814870992229955e-17,5
7.469638361499027e-17,2.731664323962576e-17,4.485129342795696e-17,2.8201324786652645e-17,5
8.961493861710173e-17,1.826189938201734e-17,5.384252407580301e-17,5.617583804061041e-17,5
6.087522506830282e-17,2.3843710711746726e-17,4.8571747311403436e-17,5.389075209564204e-17,5
8.296489500489114e-17,2.830428010944866e-17,5.317679896304528e-17,5.441951907643221e-17,5
7.728166071393435e-17,1.0998548050870984e-18,4.425685586020538e-17,3.9231289582135165e-17,5
1.0325587210998599e-16,2.4106657121427472e-17,4.9835511211868806e-17,4.1150688803514315e-17,5
6.565808528785834e-17,2.0699340622437747e-17,3.991158799875681e-17,3.082430434953132e-17,5
4.968333994895157e-17,2.70702482863804e-17,4.096702175284715e-17,4.46908026065046e-17,5
5.224415115300169e-17,1.2129096676828035e-17,2.835941124378837e-17,2.5112660574587195e-17,5
1.0953703549688844e-16,3.002476526850614e-17,7.93089878484077e-17,8.399880241188007e-17,5
1.0156789623059321e-16,4.596867486268015e-18,5.1164553159424074e-17,3.486725869408225e-17,5
5.764660201667797e-17,6.589213292860152e-18,3.3457833908939314e-17,3.667313406043152e-17,5
9.371348319583691e-17,6.421508788000355e-18,4.007214798565746e-17,1.3673928472721694e-17,5
6.977615740506791e-17,7.951572562772792e-18,3.393682450901475e-17,3.001415031361817e-17,5
6.784227301733433e-17,1.1427427873227834e-17,4.489145636284275e-17,6.173911283522753e-17,5
7.196781131521682e-17,2.7048744698934287e-17,5.321396211299741e-17,6.127227570742472e-17,5
5.994845192696296e-17,3.444534929711221e-17,4.9259257100866004e-17,5.2541306744208315e-17,5
6.61373883690752e-17,1.083348754310258e-17,4.2419154749339e-17,5.224329787343964e-17,5
9.110682188940975e-17,9.330941514302619e-18,5.646532328801833e-17,6.228663154257834e-17,5
5.601599187713138e-17,2.729746923599919e-17,3.832510493719194e-17,2.9123893878463885e-17,5
7.250324820297062e-17,3.641661148049261e-17,5.147052087438675e-17,4.260322786797773e-17,5
6.719229206837275e-17,1.454837771036505e-18,3.911878131194845e-17,3.615636949529078e-17,5
7.801330039811222e-17,1.1218277479754651e-17,5.108616047891064e-17,6.203365139666411e-17,5
8.244541083368899e-17,2.6718280473679254e-17,5.343089539432007e-17,5.573146514653028e-17,5
9.318511218776475e-17,4.27375215015429e-17,6.365503304253683e-17,6.273297771036972e-17,5
1.0353146530867571e-16,7.949009867699439e-18,6.02292018042951e-17,5.944285153647327e-17,5
6.96099541339841e-17,4.243909852690335e-17,5.217255585339006e-17,5.203497381834535e-17,5
